//ID	Skill Name	Identify if it is a lifeskill	Class	Left Handed Requirement	Right hand weapon restriction	Body Armor Requirement	Conch usage test	Skill Phase	Skill Type	Useful/Harmful	Learning Level	Prerequisite	Skill Points Consumption	Discharged Status	Apply point	Cast Range	Process target	Attack mode	Angle	Radius	Skill region shape	Skill prophase management formula	Skill adds surface status formula	Skill SP Formula	Durability consumption formula	Top-up consumption formula	Skill Region Formula	Discharge phase formula	effect phase formula	Positive effect forumala	Opposing effect formula	Bind status ID can be removed manually	Self parameter	Self Effect	Consumable	Duration	Target parameter	Splash parameter	Duration on target	Splash Persists Effect	Morph ID	Summon ID	Discharge Duration	Repeated Discharge Duration	Damage Effect	Play Action	action	keyframe	Attack Sound Effect	character dummy	Character Effect	Base Standard Value	item dummy	Item Effect	Item Effect 2	Path of Flight keyfram	character dummy	item dummy	Path of Flight Effect	Path of Flight speed	Attacked Sound Effect	dummy	Character attacked effect	Effect duration point	Surface attacked effect	Water Surface Effect	ICON	Skill Play Count	Operation Execute Command	Description	Effect	Consumption	Remark
0331	Радиация	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	0	4	2	0	0	4	0	0	0	0	0	SkillArea_Circle_FuShe1	Skill_FuShe1_Begin	Skill_FuShe1_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	1	1	12	-1	56	-1	221	0	0	218,0	0,0	0	9	-1	2004	1600	57	2	198	0	0	0	0	0	0	1137	Наносит 12 урона в секунду, на период 17 секунд на 1 уровне. Урон и время увеличиваются на 2 при каждом уровне навыка	Фиксированно 2 МН	0																																		
0332	Детектор душ	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	600	4	2	0	0	3	0	SkillArea_State_YouL1	0	0	0	SkillArea_Square_YouL1	Skill_YouL1_Begin	Skill_YouL1_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	1	1	12	0	80	-1	175	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	-2	0	0	0	0	0	1138	Действует 35 секунд. Увеличивается на 15 сек с уровнем навыка	Потребляет 13 МН за 1 уровень. Потребляет 3 МН на первом уровне	0																																		
0333	Корабельный ускоритель	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	Skill_JiaSuQi1_Begin	Skill_JiaSuQi1_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	1	11	-1	108	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	57	-1	0	0	0	0	0	0	0	1139	Навык монстра	0	0																																		
0334	Корабельный распылитель	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	Skill_PengSheQi1_Begin	Skill_PengSheQi1_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	1	11	-1	147	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	57	-1	0	0	0	0	0	0	0	1140	Навык монстра	0	0																																		
0335	Корабельный пробойник	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	800	4	1	0	0	0	0	0	0	0	0	0	Skill_PoJiaDan1_Begin	Skill_PoJiaDan1_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	2	1	11	-1	146	-1	0	0	-1	0,0	0,0	-1	2	-1	1064	1600	147	-1	305	0	0	315	0	0	0	1141	Decreases defense by 4 over 15s per skill level	Fix consumption of 25 SP	0																																		
0336	Корабельная цепь	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	800	4	1	0	0	0	0	0	0	0	0	0	Skill_PoRenDan1_Begin	Skill_PoRenDan1_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	2	1	11	-1	146	-1	0	0	0	0,0	0,0	0	2	-1	1064	1600	147	-1	305	0	0	315	0	0	0	1141	Decreases defense by 4 over 15s per skill level	Fix consumption of 25 SP	0																																		
0337	Корабельное пламя	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	1000	4	1	0	0	0	0	0	0	0	0	0	Skill_RanShaoDan1_Begin	Skill_RanShaoDan1_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	2	1	11	-1	146	-1	284	0	0	0,0	0,0	0	7	-1	1063	1600	147	-1	900	0	0	315	0	0	0	1143	Навык монстра	0	0																																		
0338	Производство	0	-1,10	1,-1	1,75	1,-1	-1	6	0	0	-1	-1	1	1	1	200	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	29	0	120	-1	0	0	1	0,0	0,0	0	-1	-1	0	0	-1	0	0	0	0	0	s0236.tga	1	0	Производство	Производство	Пассивный	0																																		
0339	Кулинария	0	-1,10	1,-1	1,75	1,-1	-1	6	0	0	-1	-1	1	1	1	200	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	29	0	120	-1	0	0	1	0,0	0,0	0	-1	-1	0	0	-1	0	0	0	0	0	s0238.tga	1	0	Кулинария	Кулинария	Пассивный	0																																		
0340	Ремесло	0	-1,10	1,-1	1,75	1,-1	-1	6	0	0	-1	-1	1	1	1	200	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	29	0	120	-1	0	0	1	0,0	0,0	0	-1	-1	0	0	-1	0	0	0	0	0	s0237.tga	1	0	Ремесло	Ремесло	Пассивный	0																																		
0341	Анализ	0	-1,10	1,-1	1,75	1,-1	-1	6	0	0	-1	-1	1	1	1	200	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	29	0	120	-1	0	0	1	0,0	0,0	0	-1	-1	0	0	-1	0	0	0	0	0	s0239.tga	1	0	Анализ	Анализ	Пассивный	0																																		
0342	Граната Lv2	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	1	0	0	0	0	0	0	0	0	0	Skill_Shoulei2_Begin	Skill_Shoulei2_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15000	1	1	7,8,9	-1	40	-1	0	0	0	0,0	0,0	0	5	-1	0	0	147	2	907	0	0	0	0	0	0	2719	Навык монстра	0	0																																		
0343	Ослепляющая бомба Lv2	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	800	4	2	0	0	4	0	0	0	0	0	SkillArea_Circle_ShanGD2	Skill_ShanGD2_Begin	Skill_ShanGD2_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15000	1	1	7,8,9	-1	-1	-1	0	0	0	0,0	0,0	-1	-1	-1	1067	1800	-1	-1	0	-2	223	0	0	0	0	2720	Навык монстра	0	0																																		
0344	Радиация Lv2	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	0	4	2	0	0	4	0	0	0	0	0	SkillArea_Circle_FuShe2	Skill_FuShe2_Begin	Skill_FuShe2_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15000	1	1	12	-1	56	-1	221	0	0	218,0	0,0	0	9	-1	2004	1600	57	2	198	0	0	0	0	0	0	2721	Deals 12 damage per second, over a period of 17s at Level 1. Increases damage by 2 and poison duration by 2s per skill level	Fix consumption of 20 SP	0																																		
0345	Детектор душ Lv2	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	600	4	2	0	0	3	0	SkillArea_State_YouL2	0	0	0	SkillArea_Square_YouL2	Skill_YouL2_Begin	Skill_YouL2_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15000	1	1	12	0	80	-1	175	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	-2	0	0	0	0	0	2722	Duration of 35s. Duration increases by 15s per skill level	Consume 13 SP at Level 1. Increases by 3 SP per skill level	0																																		
0346	Корабельный ускоритель Lv2	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	Skill_JiaSuQi2_Begin	Skill_JiaSuQi2_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15000	0	1	11	-1	40	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	57	-1	0	0	0	0	0	0	0	2723	Навык монстра	0	0																																		
0347	Корабельный распылитель Lv2	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	Skill_PengSheQi2_Begin	Skill_PengSheQi2_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15000	0	1	11	-1	40	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	57	-1	0	0	0	0	0	0	0	2724	Навык монстра	0	0																																		
0348	Корабельный пробойник Lv2	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	800	4	1	0	0	0	0	0	0	0	0	0	Skill_PoJiaDan2_Begin	Skill_PoJiaDan2_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15000	2	1	11	-1	146	-1	0	0	-1	0,0	0,0	-1	2	-1	1064	1600	147	-1	305	0	0	315	0	0	0	2725	Decreases defense by 4 over 15s per skill level	Fix consumption of 25 SP	0																																		
0349	Корабельная цепь Lv2	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	800	4	1	0	0	0	0	0	0	0	0	0	Skill_PoRenDan2_Begin	Skill_PoRenDan2_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15000	2	1	11	-1	146	-1	0	0	0	0,0	0,0	0	2	-1	1064	1600	147	-1	305	0	0	315	0	0	0	2726	Decreases defense by 4 over 15s per skill level	Fix consumption of 25 SP	0																																		
0350	Корабельное пламя Lv2	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	1000	4	1	0	0	0	0	0	0	0	0	0	Skill_RanShaoDan2_Begin	Skill_RanShaoDan2_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15000	2	1	11	-1	146	-1	284	0	0	0,0	0,0	0	7	-1	1063	1600	147	-1	900	0	0	315	0	0	0	2727	Навык монстра	0	0																																		
0351	Граната Lv3	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	1	0	0	0	0	0	0	0	0	0	Skill_Shoulei3_Begin	Skill_Shoulei3_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20000	1	1	7,8,9	-1	40	-1	0	0	0	0,0	0,0	0	5	-1	0	0	147	2	907	0	0	0	0	0	0	2743	Навык монстра	0	0																																		
0352	Ослепляющая бомба Lv3	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	800	4	2	0	0	4	0	0	0	0	0	SkillArea_Circle_ShanGD3	Skill_ShanGD3_Begin	Skill_ShanGD3_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20000	1	1	7,8,9	-1	-1	-1	0	0	0	0,0	0,0	-1	-1	-1	1067	1800	-1	-1	0	-2	223	0	0	0	0	2744	Навык монстра	0	0																																		
0353	Радиация Lv3	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	0	4	2	0	0	4	0	0	0	0	0	SkillArea_Circle_FuShe3	Skill_FuShe3_Begin	Skill_FuShe3_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20000	1	1	12	-1	56	-1	221	0	0	218,0	0,0	0	9	-1	2004	1600	57	2	198	0	0	0	0	0	0	2745	Deals 12 damage per second, over a period of 17s at Level 1. Increases damage by 2 and poison duration by 2s per skill level	Fix consumption of 20 SP	0																																		
0354	Детектор душ Lv3	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	600	4	2	0	0	3	0	SkillArea_State_YouL3	0	0	0	SkillArea_Square_YouL3	Skill_YouL3_Begin	Skill_YouL3_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20000	1	1	12	0	80	-1	175	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	-2	0	0	0	0	0	2746	Duration of 35s. Duration increases by 15s per skill level	Consume 13 SP at Level 1. Increases by 3 SP per skill level	0																																		
0355	Корабельный ускоритель Lv3	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	Skill_JiaSuQi3_Begin	Skill_JiaSuQi3_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20000	0	1	11	-1	40	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	57	-1	0	0	0	0	0	0	0	2747	Навык монстра	0	0																																		
0356	Корабельный распылитель Lv3	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	Skill_PengSheQi3_Begin	Skill_PengSheQi3_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20000	0	1	11	-1	40	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	57	-1	0	0	0	0	0	0	0	2748	Навык монстра	0	0																																		
0357	Корабельный пробойник Lv3	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	800	4	1	0	0	0	0	0	0	0	0	0	Skill_PoJiaDan3_Begin	Skill_PoJiaDan3_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20000	2	1	11	-1	146	-1	0	0	-1	0,0	0,0	-1	2	-1	1064	1600	147	-1	305	0	0	315	0	0	0	2749	Decreases defense by 4 over 15s per skill level	Fix consumption of 25 SP	0																																		
0358	Корабельная цепь Lv3	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	800	4	1	0	0	0	0	0	0	0	0	0	Skill_PoRenDan3_Begin	Skill_PoRenDan3_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20000	2	1	11	-1	146	-1	0	0	0	0,0	0,0	0	2	-1	1064	1600	147	-1	305	0	0	315	0	0	0	2750	Decreases defense by 4 over 15s per skill level	Fix consumption of 25 SP	0																																		
0359	Корабельное пламя Lv3	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	1000	4	1	0	0	0	0	0	0	0	0	0	Skill_RanShaoDan3_Begin	Skill_RanShaoDan3_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20000	2	1	11	-1	146	-1	284	0	0	0,0	0,0	0	7	-1	1063	1600	147	-1	900	0	0	315	0	0	0	2751	Навык монстра	0	0																																		
0360	Граната Lv4	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	1	0	0	0	0	0	0	0	0	0	Skill_Shoulei4_Begin	Skill_Shoulei4_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25000	1	1	7,8,9	-1	40	-1	0	0	0	0,0	0,0	0	5	-1	0	0	147	2	907	0	0	0	0	0	0	2767	Навык монстра	0	0																																		
0361	Ослепляющая бомба Lv4	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	800	4	2	0	0	4	0	0	0	0	0	SkillArea_Circle_ShanGD4	Skill_ShanGD4_Begin	Skill_ShanGD4_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25000	1	1	7,8,9	-1	-1	-1	0	0	0	0,0	0,0	-1	-1	-1	1067	1800	-1	-1	0	-2	223	0	0	0	0	2768	Навык монстра	0	0																																		
0362	Радиация Lv4	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	0	4	2	0	0	4	0	0	0	0	0	SkillArea_Circle_FuShe4	Skill_FuShe4_Begin	Skill_FuShe4_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25000	1	1	12	-1	56	-1	221	0	0	218,0	0,0	0	9	-1	2004	1600	57	2	198	0	0	0	0	0	0	2769	Deals 12 damage per second, over a period of 17s at Level 1. Increases damage by 2 and poison duration by 2s per skill level	Fix consumption of 20 SP	0																																		
0363	Детектор душ Lv4	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	600	4	2	0	0	3	0	SkillArea_State_YouL4	0	0	0	SkillArea_Square_YouL4	Skill_YouL4_Begin	Skill_YouL4_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25000	1	1	12	0	80	-1	175	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	-2	0	0	0	0	0	2770	Duration of 35s. Duration increases by 15s per skill level	Consume 13 SP at Level 1. Increases by 3 SP per skill level	0																																		
0364	Корабельный ускоритель Lv4	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	Skill_JiaSuQi4_Begin	Skill_JiaSuQi4_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25000	0	1	11	-1	40	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	57	-1	0	0	0	0	0	0	0	2771	Навык монстра	0	0																																		
0365	Корабельный распылитель Lv4	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	Skill_PengSheQi4_Begin	Skill_PengSheQi4_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25000	0	1	11	-1	40	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	57	-1	0	0	0	0	0	0	0	2772	Навык монстра	0	0																																		
0366	Корабельный пробойник Lv4	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	800	4	1	0	0	0	0	0	0	0	0	0	Skill_PoJiaDan4_Begin	Skill_PoJiaDan4_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25000	2	1	11	-1	146	-1	0	0	-1	0,0	0,0	-1	2	-1	1064	1600	147	-1	305	0	0	315	0	0	0	2773	Decreases defense by 4 over 15s per skill level	Fix consumption of 25 SP	0																																		
0367	Корабельная цепь Lv4	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	800	4	1	0	0	0	0	0	0	0	0	0	Skill_PoRenDan4_Begin	Skill_PoRenDan4_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25000	2	1	11	-1	146	-1	0	0	0	0,0	0,0	0	2	-1	1064	1600	147	-1	305	0	0	315	0	0	0	2774	Decreases defense by 4 over 15s per skill level	Fix consumption of 25 SP	0																																		
0368	Корабельное пламя Lv4	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	1000	4	1	0	0	0	0	0	0	0	0	0	Skill_RanShaoDan4_Begin	Skill_RanShaoDan4_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25000	2	1	11	-1	146	-1	284	0	0	0,0	0,0	0	7	-1	1063	1600	147	-1	900	0	0	315	0	0	0	2775	Навык монстра	0	0																																		
0369	Граната Lv5	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	1	0	0	0	0	0	0	0	0	0	Skill_Shoulei5_Begin	Skill_Shoulei5_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	1	1	7,8,9	-1	40	-1	0	0	0	0,0	0,0	0	5	-1	0	0	147	2	907	0	0	0	0	0	0	2791	Навык монстра	0	0																																		
0370	Ослепляющая бомба Lv5	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	800	4	2	0	0	4	0	0	0	0	0	SkillArea_Circle_ShanGD5	Skill_ShanGD5_Begin	Skill_ShanGD5_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	1	1	7,8,9	-1	-1	-1	0	0	0	0,0	0,0	-1	-1	-1	1067	1800	-1	-1	0	-2	223	0	0	0	0	2792	Навык монстра	0	0																																		
0371	Радиация Lv5	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	0	4	2	0	0	4	0	0	0	0	0	SkillArea_Circle_FuShe5	Skill_FuShe5_Begin	Skill_FuShe5_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	1	1	12	-1	56	-1	221	0	0	218,0	0,0	0	9	-1	2004	1600	57	2	198	0	0	0	0	0	0	2793	Deals 12 damage per second, over a period of 17s at Level 1. Increases damage by 2 and poison duration by 2s per skill level	Fix consumption of 20 SP	0																																		
0372	Детектор душ Lv5	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	600	4	2	0	0	3	0	SkillArea_State_YouL5	0	0	0	SkillArea_Square_YouL5	Skill_YouL5_Begin	Skill_YouL5_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	1	1	12	0	80	-1	175	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	-2	0	0	0	0	0	2794	Duration of 35s. Duration increases by 15s per skill level	Consume 13 SP at Level 1. Increases by 3 SP per skill level	0																																		
0373	Корабельный ускоритель Lv5	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	Skill_JiaSuQi5_Begin	Skill_JiaSuQi5_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	0	1	11	-1	40	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	57	-1	0	0	0	0	0	0	0	2795	Навык монстра	0	0																																		
0374	Корабельный распылитель Lv5	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	Skill_PengSheQi5_Begin	Skill_PengSheQi5_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	0	1	11	-1	40	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	57	-1	0	0	0	0	0	0	0	2796	Навык монстра	0	0																																		
0375	Корабельный пробойник Lv5	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	800	4	1	0	0	0	0	0	0	0	0	0	Skill_PoJiaDan5_Begin	Skill_PoJiaDan5_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	2	1	11	-1	146	-1	0	0	-1	0,0	0,0	-1	2	-1	1064	1600	147	-1	305	0	0	315	0	0	0	2797	Decreases defense by 4 over 15s per skill level	Fix consumption of 25 SP	0	
0376	Корабельная цепь Lv5	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	800	4	1	0	0	0	0	0	0	0	0	0	Skill_PoRenDan5_Begin	Skill_PoRenDan5_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	2	1	11	-1	146	-1	0	0	0	0,0	0,0	0	2	-1	1064	1600	147	-1	305	0	0	315	0	0	0	2798	Decreases defense by 4 over 15s per skill level	Fix consumption of 25 SP	0	
0377	Корабельное пламя Lv5	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	1000	4	1	0	0	0	0	0	0	0	0	0	Skill_RanShaoDan5_Begin	Skill_RanShaoDan5_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	2	1	11	-1	146	-1	284	0	0	0,0	0,0	0	7	-1	1063	1600	147	-1	900	0	0	315	0	0	0	2799	Навык монстра	0	0	
0378	Снежок	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	1000	5	1	0	0	0	0	0	0	0	0	0	Skill_Xiaoxueqiu_Begin	Skill_Xiaoxueqiu_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3000	1	1	7,8,9	-1	42	-1	0	0	-1	0,0	0,0	0	2	-1	1067	1300	140	2	928	-2	0	0	0	0	0	1135	No damage, dizzy for 1sec	0	0	
0379	Трупное ядро Lv1	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1200	4	1	0	0	0	0	0	0	0	0	0	Skill_FuShiZhiQiu1_Begin	Skill_FuShiZhiQiu1_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	2	1	7,8,9	-1	40	-1	304	0	0	0,0	0,0	0	5	-1	1064	1600	41	2	318	-2	0	0	0	0	0	1146	Decrease targets Physical Defense and Defense by 15% for Lv1. Subsequent Lv decreases 5% more.	0	0	
0380	Генератор шума Lv1	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	600	4	2	0	0	3	0	SkillArea_State_ZaoYinZhiZao1	0	0	0	SkillArea_Square_ZaoYinZhiZao1	Skill_ZaoYinZhiZao1_Begin	Skill_ZaoYinZhiZao1_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	1	1	12	0	80	-1	325	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	-2	0	0	0	0	0	1147	Изготовить на производстве	0	0	
0381	Генератор землетрясений Lv1	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	2	0	0	4	0	SkillArea_State_DiZhenFaSheng1	0	0	0	SkillArea_Circle_DiZhenFaSheng1	Skill_DiZhenFaSheng1_Begin	Skill_DiZhenFaSheng1_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	1	1	12	0	96	-1	263	0	-1	0,0	0,0	-1	-1	-1	0	0	97	-1	0	-2	0	0	0	0	0	1148	Изготовить на производстве	0	0	
0382	Цепная пуля Lv1	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	1200	4	1	0	0	0	0	0	0	0	0	0	Skill_LianDan1_Begin	Skill_LianDan1_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	2	1	11	-1	146	-1	0	0	-1	0,0	0,0	0	2	-1	1065	2000	147	-1	305	-2	0	0	0	0	0	2677	Изготовить на производстве	0	0	
0383	Генератор миража Lv1	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	Skill_HuanYinFaSheng1_Begin	Skill_HuanYinFaSheng1_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20000	0	1	11	-1	46	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	2673	Изготовить на производстве	0	0	
0384	Невидимость корабля Lv1	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	Skill_ChuanZhiQianXing1_Begin	Skill_ChuanZhiQianXing1_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	1	11	-1	46	-1	121	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	2675	Изготовить на производстве	0	0	
0385	Радар Lv1	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	600	4	2	0	0	3	0	SkillArea_State_LeiDa1	0	0	0	SkillArea_Square_LeiDa1	Skill_LeiDa1_Begin	Skill_LeiDa1_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	1	1	11	-1	80	-1	175	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	2676	Изготовить на производстве	0	0	
0386	Починка Lv1	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	Skill_ChuanTiXiuFu1_Begin	Skill_ChuanTiXiuFu1_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	1	1	11	-1	72	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	1150	Изготовить на производстве	0	0	
